,name,price,Гарантия ,Диагональ дисплея ,Разрешение дисплея ,Частота обновления ,Тип матрицы экрана ,Процессор ,Количество ядер процессора ,Серия процессора. ,Частота процессора ,Частота процессора (режим Turbo) ,Кэш-память ,Тип видеокарты ,Видеокарта ,Тип оперативной памяти ,Оперативная память ,Тип носителя данных ,Объем твердотельного накопителя SSD ,Типоразмер ,Интерфейс SSD ,Wi-Fi ,BlueTooth ,USB 3.0 ,Thunderbolt ,HDMI ,Аудио ,Разъемы ,Установленная ОС ,Сертификаты (звук) ,Встроенные динамики ,Замок Kensington ,Веб-камера ,Блок питания ,Цвет ,Линейка ,Вес ,Бренд,Покрытие экрана ,Чипсет ,Частота ,LAN ,USB 3.2 ,USB-Type-C / Thunderbolt (совмещенные) ,Звуковая система ,Встроенный микрофон ,Подсветка клавиатуры ,Прочее ,Привод ,USB-Type-C ,Макс. поддерживаемая память ,Сканер отпечатка пальца ,Аккумулятор ,Кол-во слотов памяти ,Язык раскладки клавиатуры ,Серия ,USB 2.0 ,Видеовыход ,Емкость аккумулятора ,Считыватель карт памяти ,Скорость вращения ,USB 3.1 ,Сенсорный экран ,Объем видеопамяти ,Время автономной работы ,Покрытие крышки дисплея ,Игровой ,Объем жесткого диска ,Стилус ,Размеры ,Емкость встроенной памяти eMMC ,Мобильная сеть ,Категория ,Express Card ,Компоновка памяти ,Внешний монитор ,Тип Wi-Fi ,ПО ,Материал и цвет palmrest ,Модель 
854,Ноутбук ASUS X515EA-BQ1898 90NB0TY3-M00HZ0,54220 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i5 ,4 ,1135G7 ,2.4 ГГц ,4.2 ГГц ,8 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Синий ,,,ASUS ,,,,,,,стереодинамики ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Ноутбук Lenovo ThinkPad Ultrabook X1 Carbon G9 T 20XXS0CW00,207513 руб.,1 год ,14 дюйм ,1920х1200 ,,TFT IPS ,Intel Core i7 ,4 ,1165G7 ,2.8 ГГц ,4.7 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,LPDDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,,Есть ,Есть ,,,,,,Windows 10 Pro 64-bit ,Dolby Atmos ,,,Есть ,65 Вт ,Черный ,,1130 г ,Lenovo ,Антибликовое ,,4266 MHz ,,,,,,Есть ,"Ш х Г х В  31,5 х 22,2 х 15 ",Нет ,,16 Gb ,Есть ,4-Cell ,,Русский ,,,,,,,,,,,,,,,,,,,,,,,,,
856,Ноутбук Lenovo Legion S7 16IAH7 82TF0061RK,215347 руб.,1 год ,16 дюйм ,2560х1600 ,165 Гц ,TFT IPS ,Intel Core i7 ,14 ,12700H ,1.7 ГГц ,4.7 ГГц ,24 Mb ,Дискретная ,NVIDIA GeForce RTX 3060 ,DDR5 ,24 Gb ,SSD ,1024 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,2 x 2 Вт ,,Есть ,,Onyx Grey ,,2360 г ,Lenovo ,Антибликовое ,,4800 MHz ,,3 ,,Realtek ALC3306 ,,Есть ,,Нет ,1 ,24 Gb ,Есть ,,1 ,,,,,,SD MMC SDHC SDXC ,,,,6 Gb ,,,,,,,,,,,,,,,,
857,Ноутбук ASUS ASUS TUF FX506HE-HN011 90NR0704-M00AD0,78000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,Intel Core i5 ,6 ,11400H ,2.7 ГГц ,4.5 ГГц ,,Дискретная и встроенная ,NVIDIA GeForce RTX 3050 Ti ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,2 ,,Есть ,,,DOS / без ОС ,,,,Есть ,,Graphite Black ,,2300 г ,ASUS ,Матовое ,,,Gigabit Ethernet 10/100/1000 ,,,,,,,Нет ,есть ,32 Gb ,,Li-Ion ,2 ,,,,,,,,1 ,,4 Gb ,,,,,,,,,,,,,,,,
858,Ноутбук HP 250 G8 2E9J8EA,89970 руб.,1 год ,15.6 дюйм ,1920x1020 ,,,Intel Core i7 ,4 ,1065G7 ,1.3 ГГц ,,,Встроенная ,Intel Iris Plus Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 10 Pro 64-bit ,,,,Есть ,,,,1740 г ,HP ,,,,,,,,Встроенный массив микрофонов ,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,Ноутбук ASUS K3500PH-KJ492 90NB0UV2-M00EE0,90092 руб.,1 год / 1 год ,15.6 дюйм / 15.6 дюйм ,1920x1980 / 1920x1980 ,60 Гц / 60 Гц ,TFT IPS / TFT IPS ,Intel Core i7 / Intel Core i7 ,4 / 4 ,11370H / 11370H ,3 ГГц / 3 ГГц ,4.8 ГГц / 4.8 ГГц ,12 Mb / 12 Mb ,Дискретная / Дискретная ,NVIDIA GeForce GTX 1650 Max-Q / NVIDIA GeForce GTX 1650 Max-Q ,DDR4 / DDR4 ,16 Gb / 16 Gb ,SSD / SSD ,1024 ГБ / 1024 ГБ ,M.2 / M.2 ,PCI-E / PCI-E ,Есть / Есть ,Есть / Есть ,,,,,,DOS / без ОС / DOS / без ОС ,,,,Есть / Есть ,,Quiet Blue / Quiet Blue ,,1650 г / 1650 г ,ASUS ,Матовое / Матовое ,,3200 MHz / 3200 MHz ,,,,,,Есть / Есть ,"Ш х Г х В  36,0 х 23,5 х 19 / Ш х Г х В  36,0 х 23,5 х 19 ",Нет / Нет ,,,Есть / Есть ,,,,,,,,,,,,4 Gb / 4 Gb ,,,,,,,,,,,,,,,,
860,Ноутбук Lenovo IdeaPad Gaming 3 15ACH6 82K2002BRK,93950 руб.,,15.6 дюйм ,1920x1080 FHD ,120 Гц ,,AMD Ryzen 5 ,6 ,5600H ,3.3 ГГц ,4.2 ГГц ,16 Mb ,Дискретная ,NVIDIA GeForce RTX 3050 ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,,,2250 г ,Lenovo ,,,,,,,,,Есть ,,Нет ,1 ,,,,,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
861,Ноутбук Dream Machines Clevo GM5RGIW RT3080-15EU56,205556 руб.,1 год ,15.6 дюйм ,2560x1440 2k WQHD ,240 Гц ,WVA ,AMD Ryzen 9 ,8 ,6900HX ,3.3 ГГц ,4.9 ГГц ,,Дискретная ,NVIDIA GeForce RTX 3080 ,DDR5 ,32 Gb ,SSD ,1000 ГБ ,M.2 ,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,Есть ,Есть ,,Черный ,,2200 г ,Dream Machines ,Матовое ,нет ,4800 MHz ,2.5 Gigabit Ethernet 10/100/1000/2500 ,1 ,,,,Есть ,"359,8 (Ш) x 243 (Г) x 26 (В) мм ",,,64 Gb ,,,2 ,,,,DisplayPort ,,,,3 ,,,,,,,,,,,,,,,,,,
862,Ноутбук Lenovo Legion 5 15IAH7H 82RB00LERM,136690 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i5 ,8 ,12500H ,2.5 ГГц ,,,Дискретная ,NVIDIA GeForce RTX 3060 ,DDR5 ,16 Gb ,SSD ,512 ГБ ,,,,Есть ,,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,,,Cloud Grey ,,2400 г ,Lenovo ,,,4800 MHz ,Gigabit Ethernet 10/100/1000 ,3 ,3 ,,Встроенный аналоговый микрофон ,Есть ,,Нет ,,,,,2 ,Русский ,,,,,,,,,6 Gb ,,,,,,,,,,,,,,,,
863,Ноутбук ASUS M1702QA-AU081 90NB0YA2-M003N0,69883 руб.,1 год ,17.3 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,AMD Ryzen 5 ,,5600H ,3.3 ГГц ,,,,AMD Radeon Vega 7 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,,,,DOS / без ОС ,,,,Есть ,,Quiet Blue ,,2100 г ,ASUS ,Матовое ,,,,,,,,,,Нет ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,Ноутбук Dell LATITUDE 3520 CC-DEL1135D742,80895 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,WVA ,Intel Core i7 ,4 ,1165G7 ,2.8 ГГц ,4.7 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,,,,Ubuntu ,,,Есть ,Есть ,,Серый ,,1790 г ,Dell ,Матовое ,,3200 MHz ,,,,,,,Ш х Г х В  361 х 249 х 18 ,Нет ,,,,,,Английский ,,,,,,,,,,,,,,,,,,,,,,,,,
865,Ноутбук Acer SF314-511-521L Swift NX.ABNER.007,67500 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acer ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Ноутбук ASUS TUF FX506LH-HN277W 90NR03U2-M006C0,90092 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,Intel Core i5 ,4 ,10300H ,2.5 ГГц ,4.5 ГГц ,8 Mb ,Дискретная ,NVIDIA GeForce GTX 1650 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,,,,Windows 11 Home ,,,,Есть ,,Черный ,,2300 г ,ASUS ,Матовое ,,2933 MHz ,,,,,,,,,,,,,,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
867,Ноутбук Lenovo Legion 5 15IAH7 82RC0034RK,142650 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i7 ,14 ,12700H ,2.3 ГГц ,,,Дискретная ,NVIDIA GeForce RTX 3050 Ti ,DDR5 ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,230 Вт ,,,2350 г ,Lenovo ,Антибликовое ,,,,3 ,,,,,,Нет ,2 ,,,,,,,,,,,,,,4 Gb ,,,,,,,,,,,,,,,,
868,Ноутбук Huawei MateBook NBDE-WDH9 53013NYY,52000 руб.,,14 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i5 ,4 ,1155G7 ,2.5 ГГц ,4.5 ГГц ,,Дискретная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,Серый ,,1380 г ,Huawei ,,,3200 MHz ,,1 ,,,,,,,1 ,,,,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,
869,Ноутбук ASUS ExpertBook P1 90NX05E1-M001L0,57280 руб.,,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i5 ,,1135G7 ,2.4 ГГц ,,8 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Серый ,,1800 г ,ASUS ,Матовое ,,3200 MHz ,,1 ,,SonicMaster ,,Есть ,,,1 ,,,Li-Ion ,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Ноутбук Dell Vostro 3500 3500-0062,40000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i3 ,2 ,1115G4 ,3 ГГц ,4.1 ГГц ,,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Linux ,,,,Есть ,,Черный ,,1780 г ,Dell ,,,,,,,стереодинамики ,,,,,,,,,,,,1 ,,,,,,,,,,,,,,,,,,,,,,,
871,Ноутбук ASUS Vivobook Go 14 E410KA-BV119W 90NB0UA5-M004P0,28948 руб.,1 год ,14 дюйм ,1366x768 HD ,60 Гц ,,Intel Celeron ,2 ,N4500 ,1.1 ГГц ,,4 Mb ,Встроенная ,Intel HD Graphics ,DDR4 ,4 Gb ,SSD ,,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,Star Black ,,1300 г ,ASUS ,Антибликовое ,,,,1 ,,стереодинамики ,Встроенный аналоговый микрофон ,,Ш х Г х В  325  х 217  х 18 ,Нет ,1 ,4 Gb ,,3-Cell Li-Ion ,,Английский ,,1 ,,,,,,,,,,,,,,128 Gb ,,,,,,,,,
872,Ноутбук ASUS TUF  Gaming FX507ZM-HN116 90NR09A1-M001C0,161407 руб.,,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,Intel Core i7 ,14 ,12700H ,2.3 ГГц ,,24 Mb ,Дискретная ,NVIDIA GeForce RTX 3060 ,DDR5 ,16 Gb ,SSD ,1000 ГБ ,,,Есть ,Есть ,,1 ,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,Dolby Atmos ,,,Есть ,,Серый ,,2.2 г ,ASUS ,Антибликовое ,,,Gigabit Ethernet 10/100/1000 ,3 ,,стереодинамики ,Встроенный массив микрофонов ,Есть ,Ш х Г х В  354  х 251  х 25 ,,,32 Gb ,,4 cell ,2 ,,,,,,,,,,,,,Да ,,,,,,,,,,,,,
873,Ноутбук Huawei MateBook D 14 NbD-WDI9 53013SMV,41000 руб.,1 год ,14 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i3 ,2 ,1115G4 ,3 ГГц ,4.1 ГГц ,6 Mb ,Встроенная ,Intel UHD Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,1 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,no OS (без операционной системы) ,,,,Есть ,,Space Grey ,,1380 г ,Huawei ,Матовое ,,,,,,стереодинамики ,Встроенный массив микрофонов ,Есть ,ШхГхВ    322.5 х 214.8 х 15.9 ,,1 ,,Есть ,4-Cell Li-Pol ,,Русский ,,1 ,,,,,,,,,,,,,,,,,,,,,,,
874,Ноутбук Apple 16-inch MacBook Pro 2021 Space Grey MK193RU/A,244000 руб.,1 год ,16.2 дюйм ,3456х2234 ,,TFT IPS ,Apple M1 Pro ,10 ,,,,,,,,16 Gb ,SSD ,1024 ГБ ,,,Есть ,Есть ,,3 ,Есть ,,,MAC OS ,,,,Есть ,,,,2150 г ,Apple ,,,,,,,,,Есть ,,,,,Есть ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Ноутбук Lenovo ThinkPad T14 Gen 2 20W1A10XCD,158606 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i7 ,4 ,1165G7 ,2.8 ГГц ,4.7 ГГц ,12 Mb ,Дискретная ,NVIDIA GeForce MX450 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,,Есть ,Есть ,2 ,есть ,Есть ,,,DOS / без ОС ,,,Есть ,,,Черный ,,1500 г ,Lenovo ,Матовое ,,,Gigabit Ethernet 10/100/1000 ,,,,,,,,2 ,,,,1 ,Английский ,,,,,,,,,2 Gb ,,,,,,,,,,Есть ,,,,,,
876,Ноутбук HP PROBOOK 450 G9 7A4D6PA,98879 руб.,,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i7 ,10 ,1255U ,,4.7 ГГц ,,Встроенная ,NVIDIA GeForce MX570 ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,,,,,,DOS / без ОС ,,,,Есть ,,Silver (Серебристый) ,,1740 г ,HP ,Матовое ,,3200 MHz ,,,,стереодинамики ,,,С сумкой ,Нет ,,,Есть ,3-Cell Li-Pol ,2 ,Русский ,,,,,,,,,,,,,,,,,,,,,,,,,
877,Ноутбук F+ FLTP-5i FLTP-5i3-8512-W,37000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,Intel Core i3 ,6 ,1215U ,,4.4 ГГц ,10 Mb ,Встроенная ,Intel UHD Graphics ,RAM ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,,,,,"1,78 кг ",F+ ,,,,Gigabit Ethernet 10/100/1000 ,2 ,,стереодинамики ,2 встроенных цифровых микрофона ,Есть ,,,,32 Gb ,Есть ,Li-Pol ,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,Ноутбук Lenovo ThinkPad L13 G3 21BAA01UCD,96574 руб.,,13.3 дюйм ,1920х1200 ,,TFT IPS ,AMD Ryzen 5 PRO ,6 ,5675U ,2.3 ГГц ,4.3 ГГц ,16 Mb ,Встроенная ,AMD Radeon Graphics ,DDR4 ,8 Gb ,SSD ,256 ГБ ,M.2 ,PCI-E ,,,2 ,,Есть ,,,DOS / без ОС ,,,,Есть ,,Черный ,,1250 г ,Lenovo ,Матовое ,,3200 MHz ,,,,,,,,Нет ,2 ,,,,,,,,,,,,,,,,,,,,,,,,Есть ,,,,,,
879,"Ноутбук Lenovo IdeaPad 3 14ITL6 14"" 82H700L4RE",29890 руб.,,14 дюйм ,1920x1080 FHD ,,TFT TN ,Intel Pentium Gold ,2 ,7505 ,2 ГГц ,3.5 ГГц ,,Встроенная ,Intel UHD Graphics ,DDR4 ,4 Gb ,SSD ,256 ГБ ,M.2 ,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Голубой ,,1410 г ,Lenovo ,,,3200 MHz ,,1 ,,,,,,,,,Есть ,,,,,1 ,,,,,,,,5.5 ч ,,,,,,,,,,,,,,,
880,Ноутбук ASUS X1402ZA-EK658 90NB0WP1-M00TJ0,52000 руб.,1 год ,14 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,Intel Core i5 ,12 ,1240P ,1.7 ГГц ,4.4 ГГц ,12 Mb ,Встроенная ,Intel Iris Xe Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,Dolby Atmos ,2 x 2 Вт ,,Есть ,,Серебристый ,,1500 г ,ASUS ,Антибликовое ,,,,2 ,,стереодинамики ,Встроенный массив микрофонов ,Есть ,"Ш х Г х В  324,9 x 213,9 x 19,9 ~ 19,9 ",Нет ,1 ,16 Gb ,,3-Cell Li-Ion ,,Английский ,,1 ,,,,,,,,,,,,,,,,,,,,,,,
881,Ноутбук Lenovo IP 5 Pro 16ARH7 82SN0085RU,160125 руб.,1 год ,16 дюйм ,2560х1600 ,120 Гц ,TFT IPS ,AMD Ryzen 5 ,6 ,6600HS ,3.3 ГГц ,4.5 ГГц ,16 Mb ,Дискретная ,NVIDIA GeForce RTX 3050 ,LPDDR5 ,16 Gb ,SSD ,1024 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",Slim Tip ,Windows 11 Home ,Dolby Atmos ,,,Есть ,135 Вт ,Storm Grey ,,1950 г ,Lenovo ,Антибликовое ,,,,2 ,,Realtek ALC3287 ,,Есть ,,Нет ,1 ,16 Gb ,,,,,,,,,SD MMC SDHC SDXC ,,,,4 Gb ,,,,,,,,,,,,,,,,
882,Ноутбук Lenovo ThinkBook V14-IWL 81YB003TRU,,,14 дюйм ,1920x1080 FHD ,,TFT TN ,Intel Core i5 ,4 ,8265U ,1.6 ГГц ,3.9 ГГц ,6 Mb ,Дискретная ,NVIDIA GeForce MX110 ,DDR4 ,8 Gb ,SSD ,256 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 10 Pro 64-bit ,,,,Есть ,,Iron Grey (Темно-серый) ,Lenovo ,,Lenovo ,Антибликовое ,,2400 MHz ,Gigabit Ethernet 10/100/1000 ,,,,,,,,,,,2-Cell Li-Ion ,,,,1 ,,,"SD, SD-HC, SD-XC, MMC ",,,,2 Gb ,,,,,,,,,,,,,,,,
883,Ноутбук Acer Aspire 7 A715-43G-R2PG NH.QHDER.008,69900 руб.,,15.6 дюйм ,1920x1080 FHD ,144 Гц ,TFT IPS ,AMD Ryzen 3 ,,5625U ,2.3 ГГц ,,,Дискретная ,NVIDIA GeForce RTX 3050 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,,,,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,,Черный ,,2150 г ,Acer ,Матовое ,,,Gigabit Ethernet 10/100/1000 ,2 ,,стереодинамики ,Встроенный аналоговый микрофон ,Есть ,,,,32 Gb ,Есть ,3 cell ,2 ,Русский ,,1 ,,,,,,,4 Gb ,"6,50 час ч ",,Да ,,,,,,,,,,,,,
884,Ноутбук ASUS R522MA-BQ862W 90NB0Q64-M000W0,45000 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,Intel Celeron ,2 ,N4020 ,1.1 ГГц ,,,Встроенная ,Intel UHD Graphics ,DDR4 ,4 Gb ,eMMC ,,,,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Home ,,,,Есть ,,,,1570 г ,ASUS ,,,,,1 ,,,,,,,1 ,,,,,,,1 ,,,,,,,,,,,,,,128 Gb ,,,,,,,,,
885,Ноутбук HP EliteBook 840 G8 401S5EA,121421 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,,Intel Core i5 ,4 ,1135G7 ,4.2 ГГц ,,,,,,16 Gb ,,512 ГБ ,,,,,,,,,,Windows 10 Pro 64-bit ,,,,,,Серебристый ,,2000 г ,HP ,,,,,,,,,,"EliteBook 840 G8 Core i5 1135G7 16Gb SSD512Gb 14"" Windows 10 Professional silver 401S5EA ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,Ноутбук Acer Swift 3 SF314-43-R6WH NX.AB1ER.019,56000 руб.,1 год ,14 дюйм ,1920x1080 FHD ,60 Гц ,,AMD Ryzen 5 ,6 ,5500U ,2.1 ГГц ,4 ГГц ,,Встроенная ,AMD Radeon Graphics ,LPDDR4X ,16 Gb ,SSD ,512 ГБ ,,,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,65 Вт ,Серебристый ,,1200 г ,Acer ,Матовое ,,,,,,стереодинамики ,,,,,1 ,,Есть ,3-Cell Li-Ion ,,Русский ,,,,,,,,,,,,,,,,,,,,,,,,,
887,Ноутбук HP 15-dw4028nia 6N2B6EA,64080 руб.,1 год ,15.6 дюйм ,1920x1080 FHD ,,,Intel Core i7 ,10 ,1255U ,,4.7 ГГц ,,,NVIDIA GeForce MX550 ,DDR4 ,8 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,DOS / без ОС ,,,,Есть ,65 Вт ,Чёрно-серый ,,1780 г ,HP ,,,3200 MHz ,Gigabit Ethernet 10/100/1000 ,,,,,,,Нет ,1 ,,,3-Cell Li-Ion ,,,,,,,,,2 ,,2 Gb ,,,,,,358.5x242x19.9 мм ,,,,,,,,,,
888,Ноутбук Acer A115-32-P7AU Aspire NX.A9BER.00D,29000 руб.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Acer ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
889,Ноутбук Lenovo IP 3 15ADA05 81W1016NRK,34928 руб.,,15.6 дюйм ,1920x1080 FHD ,60 Гц ,TFT IPS ,AMD Ryzen 3 ,2 ,3250U ,,,,Дискретная ,AMD Radeon Graphics ,DDR4 ,4 Gb ,HDD ,,,,Есть ,,,,Есть ,,,Windows 10 ,,,,,,Черный ,,1.85 кг г ,Lenovo ,Антибликовое ,,2400 MHz ,,2 ,,,,,,,,,,,,,,1 ,,,,,,,4 Gb ,,,,1000 ГБ ,,,,,,,,,,,,
890,Ноутбук Lenovo ThinkPad L13 G3 21BAS21G00,133890 руб.,1 год ,13.3 дюйм ,1920х1200 ,,TFT IPS ,AMD Ryzen 5 PRO ,6 ,5675U ,2.3 ГГц ,4.3 ГГц ,16 Mb ,Встроенная ,AMD Radeon RX Vega 7 ,DDR4 ,16 Gb ,SSD ,512 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,2 ,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,2 x 2 Вт ,,Есть ,,Черный ,,1250 г ,Lenovo ,Матовое ,,3200 MHz ,,,,стереодинамики ,,,ШхГхВ  305 х 218 х 17.3 ,Нет ,2 ,,,Li-Pol ,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,Ноутбук HP EliteBook 840 G8 4M1A2EC,176667 руб.,1 год ,14 дюйм ,1920x1080 FHD ,,,Intel Core i5 ,4 ,1135G7 ,2.4 ГГц ,4.2 ГГц ,,,,,16 Gb ,,512 ГБ ,,,,,,,,,,Windows 11 Pro ,,,,,,Серебристый ,,1400 г ,HP ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
892,Ноутбук Razer Blade 15 RZ09-0421NED3-R3E1,244764 руб.,1 год ,15.6 дюйм ,2560x1440 2k WQHD ,240 Гц ,TFT IPS ,Intel Core i7 ,14 ,12800Н ,1.8 ГГц ,4.8 ГГц ,24 Mb ,,NVIDIA GeForce RTX 3070 Ti ,DDR5 ,16 Gb ,SSD ,1024 ГБ ,M.2 ,PCI-E ,Есть ,Есть ,,1 ,,,,Windows 11 Home ,,,,Есть ,230 Вт ,Черный ,,2020 г ,Razer ,,,4800 MHz ,,2 ,,,,,,Нет ,,,,,,,,,,,,,,,8 Gb ,,,,,,,,,,,,,,,,
893,Ноутбук HP 255 G8 5N3M6EA,82000 руб.,,15.6 дюйм ,1920x1080 FHD ,,TFT IPS ,AMD Ryzen 5 ,6 ,5500U ,2.1 ГГц ,4 ГГц ,8 Mb ,Встроенная ,AMD Radeon HD Graphics ,DDR4 ,8 Gb ,SSD ,512 ГБ ,,PCI-E ,Есть ,Есть ,,,Есть ,"комбинированный выход (наушники) / вход (микрофон) (3,5 мм) ",,Windows 11 Pro ,,,,Есть ,,Серый ,,1740 г ,HP ,Антибликовое ,объединен с процессором ,3200 MHz ,Gigabit Ethernet 10/100/1000 ,,,,,,,,1 ,,,3-Cell Li-Ion ,,Английский ,,,,,,,2 ,,,,,,,,,,,,,,,,,,
