name,price,screen_size,display_resolution,cpu,proccessor_cores,set_of_cpu,cpu_frequency,gpu,ram,memory,operating_system,weight,brand
Lenovo ThinkPad T14 G3 21AH0037PB,158168,14.0,1920х1200 ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1300.0,Lenovo 
Apple 16-inch MacBook Pro MK1F3LL/A,310000,16.2,3456х2234 ,Apple M1 Pro ,10.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,MAC OS ,2150.0,Apple 
Lenovo Thinkbook 14 G2 ITL 20VD00CSRU,81804,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1705.2024914285716,Lenovo 
HP 255 G8 3V5K8EA,64230,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon HD Graphics ,8.0,SSD ,DOS / без ОС ,1740.0,HP 
ASUS ROG Strix Scar 15 G533ZX-HF042 90NR08E2-M002H0,418481,15.6,1920x1080 FHD ,Intel Core i9 ,14.0,12900H ,2.5,NVIDIA GeForce RTX 3080 Ti ,32.0,SSD ,no OS (без операционной системы) ,2300.0,ASUS 
HP ProBook 450 G8 5N353ES,81000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1740.0,HP 
Acer Aspire 3 A317-52-599Q NX.HZWER.007,56500,17.3,1920x1080 FHD ,Intel Core i5 ,4.0,1035G1 ,1.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,2800.0,Acer 
"Irbis 15.6"" NB291",22400,15.6,3200x1800 QHD+ ,Intel Celeron ,2.0,N4020 ,1.1,Intel UHD Graphics 600 ,4.0,SSD ,Windows 11 Home ,1700.0,Irbis 
HIPER OFFICE HLP H1574O5165WM,67300,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel UHD Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1700.0,HIPER 
Dream Machines Clevo V155PNPQ RG3060-15EU38,125845,15.6,2560x1440 2k WQHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3060 ,16.0,SSD ,no OS (без операционной системы) ,2200.0,Dream Machines 
Lenovo IdeaPad 3 15ABA7 82RN00CLRK,42190,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5425U ,2.7,AMD Radeon Graphics ,8.0,SSD ,no OS (без операционной системы) ,1.63,Lenovo 
Acer Acer Swift 3 NX.K0UER.002,63700,14.0,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5625U ,2.3,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
Acer Aspire 3 A315-58 UN.ADGSI.005,40400,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Acer 
ASUS B1500CEAE-BQ2264W 90NX0441-M26710,54684,15.6,1920x1080 FHD ,Intel Pentium Gold ,4.0,7505 ,2.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1730.0,ASUS 
ASUS ROG G733ZW-LL153W 90NR08G2-M008U0,258581,17.3,2560x1440 2k WQHD ,Intel Core i9 ,14.0,12900H ,3.8,NVIDIA GeForce RTX 3070 Ti ,16.0,SSD ,Windows 11 Home ,2900.0,ASUS 
Acer Extensa 15 EX215-52-37SE NX.EG8ER.011,38100,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1005G1 ,1.2,Intel UHD Graphics ,4.0,HDD ,no OS (без операционной системы) ,1900.0,Acer 
Acer Nitro 5 AN515-46-R8QP NH.QH1EP.002,233364,15.6,1920x1080 FHD ,AMD Ryzen 9 ,8.0,6900HX ,3.3,NVIDIA GeForce RTX 3070 Ti ,16.0,SSD ,no OS (без операционной системы) ,2400.0,Acer 
Dell XPS 13 9305-0369,131500,13.4,1920x1080 FHD ,Intel Core i5 ,4.0,1185G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1200.0,Dell 
Acer Aspire 5 A515-45-R3UK NX.A84ER.00W,72000,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5700U ,1.8,AMD Radeon Graphics ,16.0,SSD ,Windows 11 Home ,1800.0,Acer 
ASUS X515JA-BQ2557W 90NB0SR2-M00E60,66775,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1065G7 ,1.3,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1800.0,ASUS 
Ультрабук Lenovo THINKBOOK 14S YOGA G2 IAP 21DM0023RU,107890,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1500.0,Lenovo 
ASUS Vivobook 15 A513EA-BQ2409 90NB0SG6-M37140,55900,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1800.0,ASUS 
HP 250 G8 2W9A5EA,58250,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1800.0,HP 
Lenovo ThinkBook 15 G2 ITL 20VE011MMH,86291,15.6,1980x1080 ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro Eng Language ,1700.0,Lenovo 
Lenovo ThinkPad E15 G4 21ED003LRT,112990,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5625U ,2.3,AMD Radeon Graphics ,8.0,SSD ,Windows 11 Pro ,1780.0,Lenovo 
Lenovo ThinkPad X1 Yoga Gen 7 21CD0016RT,277508,14.0,1920х1200 ,Intel Core i7 ,12.0,1260P ,2.1,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1380.0,Lenovo 
Lenovo ThinkPad L13 G3 21BAA01TCD,101383,13.3,1920х1200 ,AMD Ryzen 5 PRO ,6.0,5675U ,2.4,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1250.0,Lenovo 
Acer TravelMate P2 TMP215-41-G2-R03V NX.VRYER.008,84500,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
ASUS X415EA-EB936W 90NB0TT2-M15430,36900,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,4.0,SSD ,Windows 11 Home ,1600.0,ASUS 
MSI GF63 Thin 11UC-216RU 9S7-16R612-216,81000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,MSI 
Hasee Z7T-DA5NP (04HAZ7TDA5NP),71093,15.6,1920x1080 FHD ,Intel Core i5 ,12.0,12500H ,3.3,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,2200.0,Hasee 
Lenovo ThinkPad X1 Carbon G10 21CB0064UK,262190,14.0,3840x2400 ,Intel Core i7 ,10.0,1255U ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1120.0,Lenovo 
Lenovo K14 Gen 1 21CSS1BJ00,101944,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,16.0,SSD ,no OS (без операционной системы) ,1500.0,Lenovo 
"Irbis 14"" 14NBC0002",38100,14.0,1920x1080 FHD ,AMD Ryzen 5 ,4.0,3500U ,2.1,AMD Radeon Vega 8 ,16.0,SSD ,Windows 11 Pro ,1440.0,Irbis 
Apple MacBook Pro A2338 MNEQ3LL/A,185000,13.3,2560х1600 ,Apple M2 ,8.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,MAC OS ,1400.0,Apple 
ASUS ROG Flow X16 GV601RW-M5049W 90NR0AN2-M00750,235479,16.0,2560х1600 ,AMD Ryzen 9 ,8.0,6900HS ,3.3,NVIDIA GeForce RTX 3070 Ti ,32.0,SSD ,no OS (без операционной системы) ,2100.0,ASUS 
Razer Blade 14 P8-NT RZ09-0427NEA3-R3E1,224555,14.0,2560x1440 2k WQHD ,AMD Ryzen 9 ,8.0,6900HX ,3.3,NVIDIA GeForce RTX 3070 Ti ,16.0,SSD ,Windows 11 Home ,1780.0,Razer 
Dream Machines RG3050-15KZ33,85592,15.6,1920x1080 FHD ,Intel Core i5 ,12.0,12500H ,2.5,NVIDIA GeForce RTX 3050 ,16.0,SSD ,no OS (без операционной системы) ,2200.0,Dream Machines 
HP Elitebook 840 G8 401J5EA,163827,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1400.0,HP 
ASUS K513EA 90NB0SG1-M34310,57000,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1800.0,ASUS 
Lenovo  Lenovo IdeaPad 3 15ABA7 82RN000CRU,54541,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5425U ,2.7,AMD Radeon Graphics ,8.0,SSD ,Windows 11 Home ,1650.0,Lenovo 
HIPER EXPERTBOOK MTL1577 BQ3LVDHQ,60190,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600U ,2.3,AMD Radeon Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,1700.0,HIPER 
CHUWI CoreBook XPro CWI530-50885E1HRMXX,42579,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,10210U ,1.6,Intel UHD Graphics ,16.0,SSD ,Windows 11 Home ,1780.0,CHUWI 
"Lenovo 82H8024PRK IdeaPad 3 15ITL6 15.6"" FHD(1920x1080) TN 82H8024PRK",51580,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
Lenovo  Lenovo IdeaPad 1 15ALC7 82R4000ERK,43120,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5425U ,2.7,AMD Radeon Graphics ,8.0,SSD ,Windows 11 Home ,1610.0,Lenovo 
Lenovo V15 G2 ITL 82KB0038RU,63900,15.6,1920x1080 FHD ,Intel Core i7 ,4.0,1165G7 ,2.8,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
Lenovo IdeaPad  IP 5 Pro 14ARH7 82SJ004NRK,107538,14.0,2240x1400 ,AMD Ryzen 5 ,14.0,6600HS ,3.3,AMD Radeon 660M ,16.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
Dell Latitude 7430 7430-4565,132500,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1235U ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1705.2024914285716,Dell 
ASUS ExpertBook B2 B2502CBA-KJ0310X 90NX04K1-M00CJ0,111500,15.6,1920x1080 FHD ,Intel Core i7 ,12.0,1260P ,2.1,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1750.0,ASUS 
Lenovo Legion S7 16IAH7 82TF000VRK,190790,16.0,2560х1600 ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3060 ,24.0,SSD ,no OS (без операционной системы) ,2360.0,Lenovo 
CHUWI CoreBook XPro 15.6 CWI530-50885E1PDMXX,51849,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,10210U ,1.6,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1780.0,CHUWI 
ASUS VivoBook R528EA-EJ2414W 90NB0SG4-M37300,54684,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1800.0,ASUS 
HP Spectre 14x360 66B40UA,175470,13.5,3000x2000 ,Intel Core i7 ,10.0,1255U ,1.7,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Home ,1300.0,HP 
Lenovo L3 15ITL6 82HL003MRU,61123,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 10 Home 64-bit ,2200.0,Lenovo 
Huawei MateBook B3-420(NDZ-WDH9A) 53013FCU,77700,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1380.0,Huawei 
ASUS X515EA-BQ1206 90NB0TY2-M01ER0,51500,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1800.0,ASUS 
Lenovo IdeaPad 3 15IAU7 82RK003PRK,53480,15.6,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,1.2,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,1650.0,Lenovo 
Dell Latitude 5520 5520-5803,73980,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1145G7 ,2.6,Intel Iris Xe Graphics ,8.0,SSD ,Linux ,1705.2024914285716,Dell 
ASUS K513EA 90NB0SG2-M47480,60730,15.6,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,Windows 11 Home ,1800.0,ASUS 
HIPER OFFICE HLP H1574O7165WM,81000,15.6,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,1.7,Intel UHD Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1700.0,HIPER 
HP 650 G8 5B6X1ES,130000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,4.2,Intel UHD Graphics ,32.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,HP 
Acer Acer Aspire 3 NX.A6LER.00Q,30100,15.6,1920x1080 FHD ,Intel Celeron ,2.0,N4500 ,1.1,AMD Radeon Graphics ,4.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
Lenovo Legion S7 15ACH6 82K8001FRK,164603,15.6,3840x2160 4k UHD ,AMD Ryzen 7 ,8.0,5800H ,3.2,NVIDIA GeForce RTX 3060 ,32.0,SSD ,DOS / без ОС ,1900.0,Lenovo 
HP ProBook 455 G8 3S8M1EA,85371,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5800U ,2.4,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,HP 
HIPER EXPERTBOOK MTL1601 MTL1601C1210UWP,61400,16.1,1920x1080 FHD ,Intel Core i3 ,6.0,1210U ,2.4,Intel UHD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,HIPER 
ASUS Vivobook Pro 15 Q1 90NB0UV2-M002M0,84000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,11300H ,3.1,NVIDIA GeForce GTX 1650 Max-Q ,16.0,SSD ,DOS / без ОС ,1650.0,ASUS 
Lenovo ThinkPad T14 Gen 2 20W1A10NCD,117172,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1500.0,Lenovo 
HP Probook 455 G8 4K7A7EA,69076,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5400U ,2.6,AMD Radeon HD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1740.0,HP 
Irbis NB660,17600,13.5,3000x2000 ,Intel Pentium ,4.0,J3710 ,1.6,Intel HD Graphics ,4.0,eMMC ,Windows 10 Pro 64-bit ,1185.0,Irbis 
Dell Vostro 3510 3510-0038,53527,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1035G1 ,1.0,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1690.0,Dell 
Lenovo V15 G3 IAP 82TT0010RU,63884,15.6,1920x1080 FHD ,Intel Core i5 ,6.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1700.0,Lenovo 
Lenovo ThinkPad X1 Carbon Gen 10 21CB000BUS,220450,14.0,1920х1200 ,Intel Core i7 ,12.0,1260P ,3.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro ENG 64-bit ,1705.2024914285716,Lenovo 
Lenovo ThinkPad T14 Gen 2 20W0A000CD,141890,14.0,1980x1080 ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel UHD Graphics ,16.0,SSD ,Windows 11 Home ,1470.0,Lenovo 
Machenike Machcreator-14 MC-14i711390HF60HSM00RU,87800,14.0,1920x1080 FHD ,Intel Core i7 ,4.0,11390H ,2.9,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1400.0,Machenike 
Lenovo ThinkPad L390 20NT000XMB/1,99719,13.3,1920x1080 FHD ,Intel Core i5 ,4.0,8265U ,1.6,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
Huawei MateBook B3-420 53013FCY,65000,14.0,1920x1080 FHD ,Intel Core i3 ,2.0,1115G4 ,1.7,Intel UHD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1380.0,Huawei 
HP ProBook 440 G9 6F2L9EA,131901,14.0,1920x1080 FHD ,Intel Core i7 ,10.0,1255U ,1.7,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1380.0,HP 
Lenovo Legion 5 15ITH6 82JK000QRK,107490,15.6,1920x1080 FHD ,Intel Core i5 ,6.0,11400H ,2.7,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,2400.0,Lenovo 
Lenovo Legion S7 15ACH6 82K80058RK,122138,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5800H ,3.2,NVIDIA GeForce RTX 3050 Ti ,32.0,SSD ,no OS (без операционной системы) ,1900.0,Lenovo 
ASUS X515EA-BQ959 90NB0TY2-M00M70,54220,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1705.2024914285716,ASUS 
HIPER EXPERTBOOK H1600O382DM,55000,16.1,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,1.2,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1860.0,HIPER 
ASUS VivoBook K712EA-BX244 90NB0TW3-M02690,49000,17.3,1600x900 HD+ ,Intel Core i3 ,2.0,1115G4 ,3.0,Intel UHD Graphics ,8.0,SSD ,no OS (без операционной системы) ,2300.0,ASUS 
HP ZBook Fury 15 G8 31Z44AV,313778,15.6,1920x1080 FHD ,Intel Core i7 ,8.0,11850H ,2.5,NVIDIA GeForce RTX A2000 ,32.0,HDD+SSD (отдельный) ,Windows 11 Pro ,2350.0,HP 
MSI CreatorPro M16 A12UKS-1072RU 9S7-158372-1072,188000,16.0,2560х1600 ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA RTX A3000 ,32.0,SSD ,Windows 11 Pro ,2290.0,MSI 
Lenovo Thinkpad X1 Carbon Gen10 21CCSBEY01,245890,14.0,1920х1200 ,Intel Core i5 ,4.0,1235U ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1120.0,Lenovo 
MSI Creator B13VFTO-055RU 9S7-15G231-055,250000,16.0,2560х1600 ,Intel Core i7 ,16.0,13700HX ,2.1,Nvidia Geforce RTX 4060 ,16.0,SSD ,Windows 11 Pro ,2350.0,MSI 
Acer Acer Swift 3 NX.K0UER.007,68400,14.0,1920x1080 FHD ,AMD Ryzen 7 ,6.0,5625U ,2.3,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1705.2024914285716,Acer 
F+ FLTP-5i5-16512-W,43600,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1235U ,2.4,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Home ,1780.0,F+ 
Acer Nitro 5 AN515-45-R24V NH.QBCER.00F,99400,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5600H ,3.3,NVIDIA GeForce RTX 3060 ,8.0,SSD ,no OS (без операционной системы) ,1705.2024914285716,Acer 
Lenovo ThinkPad X1 Carbon Gen 10 21CB000CUS,226898,14.0,1920х1200 ,Intel Core i7 ,16.0,1260P ,2.1,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Home ,1120.0,Lenovo 
F+ FLTP-5i5-8256-W,41000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1235U ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1705.2024914285716,F+ 
HIPER DZEN MTL1569 46XJDOSU,54400,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,DOS / без ОС ,1700.0,HIPER 
Acer Aspire 5 A515-45G-R0FW NX.A8CEM.006,44100,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon RX 640 ,8.0,SSD ,no OS (без операционной системы) ,1760.0,Acer 
HP 255 G8 3V5K4EA,59960,15.6,1920x1080 FHD ,AMD Ryzen 3 ,4.0,5300U ,2.6,AMD Radeon Graphics ,8.0,SSD ,DOS / без ОС ,1740.0,HP 
HIPER EXPERTBOOK H1600O3165HM,60400,16.1,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,1.2,Intel UHD Graphics ,16.0,SSD ,Windows 10 ,1860.0,HIPER 
HP ProBook 440 G8 4B2P6EA,104200,14.0,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1400.0,HP 
"Lenovo ThinkBook 14-ACL, 14.0"" 21A20046RU",76890,14.0,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5700U ,1.8,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1400.0,Lenovo 
ASUS B1500CEAE-BQ2260W 90NX0441-M26670,74000,15.6,1920x1080 FHD ,Intel Core i5 ,4.0,1135G7 ,2.4,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Home ,1700.0,ASUS 
Lenovo Legion 5 Pro 16ACH6H 82JQ00X8PB,171386,16.0,2560х1600 ,AMD Ryzen 7 ,8.0,5800H ,3.2,NVIDIA GeForce RTX 3060 ,16.0,SSD ,Windows 11 Home ,1705.2024914285716,Lenovo 
Lenovo V15 G2 ALC 82KD0045RM,74590,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5700U ,1.8,AMD Radeon Graphics ,16.0,SSD ,DOS / без ОС ,1705.2024914285716,Lenovo 
Hasee Z7-TA5NA (04HAZ7TA5NA),57542,15.6,1920x1080 FHD ,Intel Core i5 ,6.0,11260H ,2.6,NVIDIA GeForce RTX 3050 ,8.0,SSD ,DOS / без ОС ,2200.0,Hasee 
Lenovo Legion 7 16IAX7 82TD009VRK,464814,16.0,2560х1600 ,Intel Core i9 ,16.0,12900HX ,1.7,NVIDIA GeForce RTX 3080 Ti ,32.0,SSD ,DOS / без ОС ,2530.0,Lenovo 
HP 845 G7 8VZ05AV_bundle1,46500,14.0,1920x1080 FHD ,AMD Ryzen 3 PRO ,4.0,4450U ,2.5,AMD Radeon HD Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1330.0,HP 
ASUS R465KA-EK060W Q122 90NB0VH2-M001B0,28080,14.0,1920x1080 FHD ,Intel Celeron ,2.0,N4500 ,1.1,Intel UHD Graphics 600 ,4.0,SSD ,Windows 11 Home ,1500.0,ASUS 
Dream Machines Clevo GM5AG7W RG3070Ti-15EU21,194934,15.6,1920x1080 FHD ,Intel Core i7 ,14.0,12700H ,2.3,NVIDIA GeForce RTX 3070 Ti ,32.0,SSD ,no OS (без операционной системы) ,2200.0,Dream Machines 
Dell Latitude 5430 7DN-N211L5430MLK14EMEA_VP_UBU,76825,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,Ubuntu ,1360.0,Dell 
HIPER SLIM H1306O3165HM,58400,13.3,1920x1080 FHD ,Intel Core i3 ,6.0,1215U ,1.2,Intel UHD Graphics ,16.0,SSD ,Windows 7 Pro 64-bit + Windows 10 Pro 64-bit ,1260.0,HIPER 
ASUS VivoBook 15 M6500QH-HN089 90NB0YJ1-M00460,70300,15.6,1920x1080 FHD ,AMD Ryzen 7 ,8.0,5800H ,3.2,NVIDIA GeForce GTX 1650 ,16.0,SSD ,DOS / без ОС ,1900.0,ASUS 
Lenovo ThinkPad E14 Gen 2 20T6006QMH,60600,14.0,1920x1080 FHD ,AMD Ryzen 3 ,4.0,4300U ,2.7,AMD Radeon Graphics ,8.0,SSD ,Windows 10 Pro 64-bit ,1.64,Lenovo 
HP 255 G8 5B6J2EA,62663,15.6,1920x1080 FHD ,AMD Ryzen 5 ,6.0,5500U ,2.1,AMD Radeon Graphics ,8.0,SSD ,Windows 11 Home ,2435.0,HP 
Lenovo ThinkBook 14 G4 21DH00AKAU,94864,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,16.0,SSD ,Windows 11 Pro ,1400.0,Lenovo 
Lenovo Thinkpad X1 Carbon Gen10 21CCSBEW01,312890,14.0,1920х1200 ,Intel Core i7 ,4.0,1265U vPro ,2.4,Intel Iris Xe Graphics ,32.0,SSD ,Windows 11 Pro ,1120.0,Lenovo 
Lenovo Lenovo IdeaPad 5 Pro 16IAH7 82SK0034RK,135944,16.0,2560х1600 ,Intel Core i7 ,14.0,12700H ,2.3,Intel Arc A370M ,16.0,SSD ,no OS (без операционной системы) ,1900.0,Lenovo 
Lenovo IdeaPad 5 15IAL7 82SF001SRK,84261,15.6,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,no OS (без операционной системы) ,1850.0,Lenovo 
MSI Prestige A13VE-096RU 9S7-159452-096,175000,16.0,2560х1600 ,Intel Core i7 ,14.0,13700H ,2.4,Nvidia Geforce RTX 4050 ,16.0,SSD ,Windows 11 Home ,2100.0,MSI 
HIPER EXPERTBOOK MTL1601 MTL1601A1235UDS,65350,16.1,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,2.4,Intel UHD Graphics ,8.0,SSD ,DOS / без ОС ,1705.2024914285716,HIPER 
HP EliteBook 840 G9 6F6E2EA,149491,14.0,1920х1200 ,Intel Core i5 ,10.0,1235U ,1.3,Intel Iris Xe Graphics ,8.0,SSD ,Windows 11 Pro ,1360.0,HP 
Machenike L15 L15-i512450H3050Ti4GF144LSM00R,73000,15.6,1920x1080 FHD ,Intel Core i5 ,8.0,12450H ,2.0,NVIDIA GeForce RTX 3050 Ti ,16.0,SSD ,DOS / без ОС ,2700.0,Machenike 
Dell Latitude 9420 9420-2446,162500,14.0,1920х1200 ,Intel Core i7 ,4.0,1185G7 ,3.0,Intel Iris Xe Graphics ,16.0,SSD ,Windows 10 Pro 64-bit ,1705.2024914285716,Dell 
Lenovo ThinkBook 14 G4 IAP 21DH001ARU,98500,14.0,1920x1080 FHD ,Intel Core i5 ,10.0,1235U ,0.9,Intel Iris Xe Graphics ,16.0,SSD ,DOS / без ОС ,1400.0,Lenovo 
